Wavelength(nm)	T%
662.5		-2.40E-05
662		-7.34E-05
661.5		-2.85E-05
661		3.50E-05
660.5		-2.73E-05
660		-2.76E-05
659.5		-7.31E-05
659		-7.12E-05
658.5		2.12E-05
658		-5.21E-05
657.5		2.79E-06
657		3.31E-05
656.5		3.57E-05
656		5.43E-05
655.5		-2.42E-05
655		1.56E-05
654.5		7.16E-07
654		-7.64E-05
653.5		5.49E-05
653		-4.30E-05
652.5		-5.85E-05
652		-1.30E-05
651.5		-1.95E-05
651		1.57E-05
650.5		-2.34E-05
650		7.89E-06
649.5		-6.17E-05
649		-1.38E-05
648.5		-5.21E-06
648		4.14E-05
647.5		-3.54E-05
647		-5.41E-06
646.5		-2.06E-05
646		-7.72E-05
645.5		-6.77E-05
645		1.52E-06
644.5		3.87E-06
644		2.91E-05
643.5		-3.53E-05
643		-2.04E-05
642.5		3.14E-05
642		-4.27E-05
641.5		-5.02E-05
641		-2.38E-05
640.5		-5.79E-05
640		-5.74E-05
639.5		4.46E-05
639		1.91E-05
638.5		0.000113979
638		-6.50E-05
637.5		-6.14E-05
637		9.69E-05
636.5		-5.85E-05
636		-2.57E-05
635.5		0.000157062
635		-1.78E-05
634.5		-1.35E-05
634		2.55E-06
633.5		1.09E-05
633		7.98E-06
632.5		4.55E-05
632		4.99E-05
631.5		3.36E-05
631		8.12E-05
630.5		8.42E-05
630		9.41E-06
629.5		0.000113637
629		8.97E-05
628.5		5.95E-05
628		-0.000118493
627.5		-0.000107822
627		2.11E-05
626.5		6.19E-05
626		0.00012865
625.5		8.01E-05
625		1.01E-05
624.5		8.63E-05
624		-5.73E-05
623.5		1.71E-06
623		3.63E-05
622.5		7.66E-05
622		-2.08E-05
621.5		-9.61E-05
621		8.37E-05
620.5		-8.37E-05
620		-8.34E-06
619.5		-7.99E-06
619		4.29E-05
618.5		-9.24E-05
618		0.000110923
617.5		6.48E-05
617		9.47E-05
616.5		4.22E-05
616		-1.26E-05
615.5		-1.78E-05
615		1.89E-05
614.5		3.47E-05
614		-9.28E-07
613.5		-2.21E-05
613		-7.29E-06
612.5		4.44E-05
612		-0.00010759
611.5		7.28E-05
611		1.19E-05
610.5		-5.09E-05
610		-4.21E-05
609.5		5.71E-05
609		6.38E-05
608.5		-9.23E-05
608		2.36E-05
607.5		-6.15E-05
607		3.56E-05
606.5		0.000141501
606		-6.82E-05
605.5		-7.53E-05
605		3.70E-05
604.5		1.19E-05
604		5.48E-05
603.5		5.72E-05
603		-9.98E-07
602.5		-5.65E-05
602		9.40E-05
601.5		-3.68E-05
601		-8.14E-05
600.5		-0.000112444
600		8.13E-05
599.5		4.05E-06
599		-0.000100641
598.5		6.72E-06
598		2.40E-05
597.5		-2.27E-06
597		3.27E-05
596.5		2.59E-05
596		3.02E-05
595.5		1.01E-05
595		-9.16E-06
594.5		-1.12E-05
594		-1.24E-05
593.5		-3.67E-05
593		-2.98E-05
592.5		-3.19E-05
592		0.000106325
591.5		4.33E-05
591		-1.56E-05
590.5		7.69E-05
590		5.79E-05
589.5		-3.76E-06
589		6.90E-05
588.5		2.36E-05
588		8.58E-05
587.5		5.47E-05
587		-5.70E-05
586.5		-4.24E-05
586		3.11E-05
585.5		9.69E-05
585		-1.89E-05
584.5		2.53E-05
584		-5.61E-05
583.5		-6.71E-06
583		7.94E-05
582.5		-3.72E-05
582		8.49E-06
581.5		-6.84E-06
581		9.24E-05
580.5		1.45E-05
580		1.72E-05
579.5		-3.25E-05
579		0.000130179
578.5		2.20E-05
578		-1.05E-05
577.5		0.000103436
577		5.87E-05
576.5		0.000165749
576		-7.56E-05
575.5		-5.02E-05
575		6.96E-05
574.5		-0.000101783
574		6.44E-05
573.5		-2.82E-06
573		-2.15E-05
572.5		1.84E-05
572		0.000139366
571.5		7.44E-05
571		9.34E-05
570.5		0.000123117
570		8.25E-05
569.5		3.13E-05
569		6.99E-05
568.5		6.38E-05
568		0.000105122
567.5		7.57E-05
567		0.000130789
566.5		0.000110023
566		0.000116385
565.5		0.000124053
565		4.74E-05
564.5		5.68E-05
564		8.49E-05
563.5		-4.63E-07
563		9.79E-05
562.5		2.93E-05
562		-3.28E-07
561.5		9.80E-05
561		9.07E-06
560.5		1.47E-05
560		1.89E-05
559.5		4.12E-05
559		2.93E-05
558.5		-1.56E-05
558		4.01E-05
557.5		0.000139674
557		3.67E-05
556.5		0.000131625
556		-6.88E-05
555.5		7.97E-05
555		5.95E-05
554.5		0.000129279
554		7.50E-05
553.5		2.03E-05
553		3.18E-05
552.5		2.56E-05
552		7.48E-05
551.5		3.07E-06
551		0.000102907
550.5		6.11E-05
550		3.69E-05
549.5		6.90E-05
549		0.000116812
548.5		1.99E-05
548		-2.45E-05
547.5		-2.56E-05
547		6.09E-05
546.5		3.59E-05
546		3.28E-05
545.5		0.000131362
545		0.000115379
544.5		0.000105889
544		3.45E-06
543.5		8.38E-05
543		0.0001664
542.5		7.89E-05
542		-4.51E-05
541.5		2.64E-05
541		-1.07E-05
540.5		5.63E-05
540		2.47E-07
539.5		8.49E-05
539		6.31E-05
538.5		-1.95E-05
538		7.79E-06
537.5		-3.15E-05
537		1.55E-05
536.5		2.34E-05
536		8.19E-05
535.5		0.00012297
535		5.08E-05
534.5		0.000119502
534		-1.49E-05
533.5		9.73E-05
533		2.26E-05
532.5		0.000105405
532		6.00E-05
531.5		1.40E-05
531		2.40E-06
530.5		-2.12E-05
530		6.36E-06
529.5		-4.92E-06
529		3.88E-05
528.5		1.26E-05
528		2.54E-05
527.5		0.000131174
527		0.000146098
526.5		0.000122398
526		8.67E-06
525.5		3.86E-05
525		4.97E-05
524.5		-1.90E-05
524		9.75E-05
523.5		5.32E-05
523		8.42E-05
522.5		3.35E-05
522		3.96E-05
521.5		9.02E-05
521		1.08E-05
520.5		5.10E-06
520		5.89E-05
519.5		3.52E-05
519		5.92E-05
518.5		9.00E-05
518		-2.44E-06
517.5		0.000141847
517		0.000103866
516.5		9.27E-05
516		0.000148232
515.5		4.74E-05
515		-1.87E-06
514.5		0.000111485
514		6.64E-05
513.5		9.01E-05
513		5.03E-05
512.5		9.97E-05
512		0.000112057
511.5		1.08E-05
511		-0.000106744
510.5		0.000145553
510		8.72E-05
509.5		2.45E-05
509		4.77E-05
508.5		8.52E-05
508		8.02E-05
507.5		9.08E-05
507		2.30E-05
506.5		6.49E-06
506		8.72E-05
505.5		0.000156014
505		4.77E-05
504.5		-3.60E-06
504		5.91E-05
503.5		4.22E-05
503		0.000102549
502.5		7.34E-07
502		0.00011123
501.5		6.04E-05
501		0.000135343
500.5		0.000142882
500		6.57E-05
499.5		0.00014133
499		0.000160738
498.5		4.67E-05
498		0.000111751
497.5		7.07E-05
497		0.000116955
496.5		8.66E-05
496		4.16E-05
495.5		0.000207572
495		0.000134905
494.5		7.48E-05
494		5.90E-05
493.5		5.25E-05
493		0.000106451
492.5		7.67E-05
492		6.55E-05
491.5		0.000120915
491		-1.51E-05
490.5		0.000116982
490		1.58E-05
489.5		7.70E-05
489		-6.63E-06
488.5		1.79E-05
488		9.59E-05
487.5		5.33E-05
487		6.91E-05
486.5		7.81E-05
486		6.45E-05
485.5		5.13E-05
485		2.63E-05
484.5		3.28E-05
484		0.000171291
483.5		9.60E-05
483		-1.53E-05
482.5		8.99E-05
482		7.44E-05
481.5		8.22E-05
481		3.51E-05
480.5		0.000177811
480		2.60E-05
479.5		9.23E-05
479		6.15E-05
478.5		7.39E-05
478		2.62E-05
477.5		0.000182976
477		8.32E-05
476.5		6.24E-05
476		-6.66E-06
475.5		6.69E-05
475		8.17E-05
474.5		7.42E-05
474		0.000131227
473.5		4.82E-05
473		5.75E-05
472.5		5.76E-05
472		0.000127181
471.5		1.04E-05
471		0.000123265
470.5		-1.53E-05
470		0.000190063
469.5		8.81E-05
469		1.63E-05
468.5		0.000169558
468		0.00011667
467.5		0.000151733
467		0.00014454
466.5		7.07E-05
466		4.23E-05
465.5		2.41E-05
465		8.03E-05
464.5		8.56E-05
464		0.000197779
463.5		0.000146343
463		0.000199419
462.5		-2.80E-05
462		9.16E-05
461.5		9.55E-05
461		-4.84E-05
460.5		5.74E-05
460		0.000157364
459.5		8.52E-05
459		0.000101895
458.5		0.000151176
458		0.000161229
457.5		0.000118719
457		0.000138243
456.5		9.21E-05
456		0.0001908
455.5		0.000117853
455		-4.10E-05
454.5		0.000157067
454		4.62E-05
453.5		0.000114692
453		4.30E-05
452.5		0.000149258
452		0.000192583
451.5		0.000106583
451		8.96E-05
450.5		-4.13E-05
450		6.26E-05
449.5		1.86E-05
449		0.000116876
448.5		-2.23E-05
448		0.000141067
447.5		5.00E-05
447		5.78E-05
446.5		0.000121502
446		6.27E-05
445.5		8.94E-05
445		1.23E-05
444.5		6.95E-05
444		7.79E-05
443.5		5.40E-05
443		3.66E-05
442.5		0.000135546
442		0.00013233
441.5		9.93E-05
441		-4.69E-05
440.5		2.74E-05
440		0.000207807
439.5		0.000100467
439		0.000144002
438.5		0.000128725
438		0.0001377
437.5		0.000103217
437		8.20E-05
436.5		-1.01E-05
436		4.04E-05
435.5		-7.79E-06
435		5.07E-05
434.5		9.47E-05
434		4.39E-05
433.5		7.25E-05
433		5.76E-05
432.5		5.20E-05
432		0.000170702
431.5		0.000127271
431		0.000116484
430.5		7.33E-05
430		6.67E-05
429.5		0.000108896
429		0.000140484
428.5		0.000158999
428		3.47E-05
427.5		0.000125581
427		-1.95E-05
426.5		7.11E-05
426		-0.000125809
425.5		2.02E-05
425		0.000101384
424.5		0.000190765
424		0.000172168
423.5		0.00014573
423		0.000104104
422.5		0.000120468
422		7.26E-05
421.5		5.75E-05
421		0.000193426
420.5		0.000113857
420		6.10E-05
419.5		0.000158252
419		6.33E-05
418.5		0.00016513
418		0.000101592
417.5		6.84E-05
417		2.14E-05
416.5		0.00015726
416		6.64E-05
415.5		0.000182875
415		0.00012818
414.5		0.000141912
414		-2.05E-05
413.5		9.41E-05
413		0.000112819
412.5		0.000126625
412		0.000113218
411.5		1.30E-05
411		4.66E-05
410.5		0.000203787
410		0.000161394
409.5		0.000161245
409		0.000152899
408.5		-1.61E-06
408		0.000114641
407.5		0.00011092
407		0.000154441
406.5		0.000206317
406		9.49E-05
405.5		0.000109536
405		7.21E-05
404.5		7.99E-05
404		9.51E-05
403.5		0.000150833
403		0.000304187
402.5		0.000225504
402		4.95E-05
401.5		-3.09E-05
401		-9.43E-05
400.5		0.00024189
400		0.000292272
399.5		0.000228124
399		-1.20E-05
398.5		9.89E-05
398		0.00016859
397.5		6.92E-05
397		0.000412427
396.5		0.000139881
396		0.000210259
395.5		6.93E-05
395		7.55E-05
394.5		0.000236939
394		0.000234417
393.5		0.00015883
393		5.08E-05
