Wavelength(nm)	T%
757		-7.85E-06
756.5		-5.22E-05
756		-2.71E-05
755.5		1.39E-05
755		4.20E-05
754.5		3.55E-05
754		-4.60E-05
753.5		7.73E-05
753		8.78E-05
752.5		-4.43E-05
752		0.000158734
751.5		-1.08E-06
751		-7.54E-05
750.5		-8.72E-06
750		1.08E-05
749.5		2.10E-05
749		2.73E-05
748.5		0.000221446
748		-4.11E-05
747.5		7.33E-05
747		-5.73E-05
746.5		-2.26E-05
746		7.11E-05
745.5		6.24E-05
745		-2.47E-06
744.5		3.18E-05
744		0.000107447
743.5		0.00010451
743		5.24E-05
742.5		4.83E-05
742		-2.51E-05
741.5		3.67E-05
741		-5.95E-05
740.5		3.85E-05
740		5.48E-05
739.5		-4.14E-06
739		0.000110766
738.5		2.25E-05
738		-5.04E-05
737.5		-5.33E-05
737		-6.39E-05
736.5		2.33E-05
736		1.31E-05
735.5		9.44E-05
735		-5.02E-05
734.5		-9.22E-05
734		0.000101582
733.5		2.30E-05
733		-0.000126652
732.5		4.93E-05
732		1.21E-05
731.5		4.11E-05
731		-8.14E-05
730.5		5.26E-06
730		2.65E-05
729.5		-4.63E-05
729		-4.04E-05
728.5		-1.68E-05
728		-5.94E-05
727.5		-0.00011525
727		5.21E-06
726.5		-2.01E-05
726		3.54E-05
725.5		4.13E-05
725		6.83E-05
724.5		1.66E-05
724		9.69E-05
723.5		-4.13E-06
723		-1.25E-05
722.5		-4.75E-05
722		-4.64E-05
721.5		3.86E-05
721		3.85E-06
720.5		5.94E-05
720		-3.46E-05
719.5		0.000170855
719		0.000159428
718.5		7.96E-05
718		-6.61E-05
717.5		-1.22E-06
717		0.000206711
716.5		0.000123334
716		2.34E-05
715.5		-8.08E-05
715		-2.64E-05
714.5		5.95E-05
714		-6.59E-06
713.5		4.31E-05
713		7.46E-05
712.5		4.15E-05
712		1.29E-06
711.5		3.69E-05
711		1.96E-05
710.5		5.16E-05
710		1.78E-05
709.5		1.87E-05
709		0.000150137
708.5		-5.00E-05
708		6.45E-05
707.5		0.000158258
707		0.000133851
706.5		-3.73E-05
706		6.91E-05
705.5		-2.37E-06
705		7.72E-06
704.5		1.37E-05
704		0.000109546
703.5		-3.38E-05
703		-5.56E-05
702.5		8.45E-05
702		-4.27E-06
701.5		5.83E-05
701		1.73E-05
700.5		4.35E-05
700		2.93E-06
699.5		4.99E-06
699		6.86E-05
698.5		-1.61E-05
698		0.000203387
697.5		6.07E-05
697		9.07E-07
696.5		8.00E-05
696		3.50E-05
695.5		-3.93E-06
695		4.82E-06
694.5		9.65E-05
694		1.88E-06
693.5		4.28E-05
693		5.12E-05
692.5		-4.52E-05
692		3.39E-05
691.5		0.000104243
691		-3.20E-06
690.5		-4.78E-06
690		2.20E-05
689.5		0.000124355
689		1.20E-05
688.5		6.82E-05
688		-0.000135988
687.5		1.08E-05
687		5.72E-05
686.5		1.00E-05
686		-3.81E-05
685.5		-2.08E-05
685		-4.19E-06
684.5		-7.81E-05
684		-4.85E-05
683.5		-3.12E-05
683		4.18E-05
