Wavelength(nm)	T%
823.5		94.36867523
823		94.31604004
822.5		94.25970459
822		94.21092987
821.5		94.15971375
821		94.1157074
820.5		94.08287811
820		94.05831909
819.5		94.02307129
819		94.00041962
818.5		93.99638367
818		93.96218109
817.5		93.96407318
817		93.95573425
816.5		93.96484375
816		93.98368835
815.5		93.99107361
815		94.01720428
814.5		94.05239105
814		94.09429169
813.5		94.11385345
813		94.15827942
812.5		94.20561981
812		94.25032043
811.5		94.28707123
811		94.35390472
810.5		94.40251923
810		94.46148682
809.5		94.51853943
809		94.56009674
808.5		94.60043335
808		94.63615417
807.5		94.69113159
807		94.72028351
806.5		94.75562286
806		94.77742767
805.5		94.78321075
805		94.81703949
804.5		94.8476944
804		94.85307312
803.5		94.86126709
803		94.86367035
802.5		94.86988068
802		94.89336395
801.5		94.88433838
801		94.90472412
800.5		94.8950119
800		94.89582825
799.5		94.89787292
799		94.89442444
798.5		94.89877319
798		94.91281128
797.5		94.90798187
797		94.92804718
796.5		94.91984558
796		94.94315338
795.5		94.96525574
795		94.99034882
794.5		95.01353455
794		95.02951813
793.5		95.05165863
793		95.09883881
792.5		95.12039185
792		95.17253113
791.5		95.19779968
791		95.2488327
790.5		95.26306152
790		95.30861664
789.5		95.35260773
789		95.37464142
788.5		95.41883087
788		95.44052124
787.5		95.46793365
787		95.50450134
786.5		95.52614594
786		95.54368591
785.5		95.56633759
785		95.57848358
784.5		95.59728241
784		95.61122894
783.5		95.61438751
783		95.62762451
782.5		95.62800598
782		95.61798859
781.5		95.62430573
781		95.60932159
780.5		95.59898376
780		95.60150146
779.5		95.58217621
779		95.58492279
778.5		95.57600403
778		95.57484436
777.5		95.57271576
777		95.5721283
776.5		95.56223297
776		95.57938385
775.5		95.55654907
775		95.5622406
774.5		95.57171631
774		95.56952667
773.5		95.56741333
773		95.58177948
772.5		95.58627319
772		95.58631134
771.5		95.59614563
771		95.61782837
770.5		95.63202667
770		95.66215515
769.5		95.66924286
769		95.69831848
768.5		95.70809174
768		95.71726227
767.5		95.73749542
767		95.74354553
766.5		95.74755096
766		95.76992798
765.5		95.75251007
765		95.76077271
764.5		95.766922
764		95.75970459
763.5		95.74584961
763		95.73712158
762.5		95.72703552
762		95.71692657
761.5		95.70317841
761		95.69319153
760.5		95.6827774
760		95.66025543
759.5		95.64044952
759		95.61564636
758.5		95.59729767
758		95.57137299
757.5		95.55206299
757		95.52070618
756.5		95.51032257
756		95.48564911
755.5		95.48046875
755		95.46550751
754.5		95.46095276
754		95.46089935
753.5		95.45578766
753		95.46932983
752.5		95.4719696
752		95.48019409
751.5		95.50230408
751		95.50955963
750.5		95.51403809
750		95.53924561
749.5		95.55086517
749		95.58462524
748.5		95.60120392
748		95.62735748
747.5		95.66424561
747		95.67758179
746.5		95.70253754
746		95.74105835
745.5		95.7515564
745		95.75618744
744.5		95.78005981
744		95.79427338
743.5		95.80140686
743		95.80586243
742.5		95.80632782
742		95.78474426
741.5		95.79436493
741		95.77792358
740.5		95.77464294
740		95.75774384
739.5		95.75128937
739		95.73713684
738.5		95.72509766
738		95.71291351
737.5		95.68974304
737		95.68138885
736.5		95.65351868
736		95.62695313
735.5		95.61701202
735		95.60330963
734.5		95.61122894
734		95.59713745
733.5		95.60238647
733		95.59962463
732.5		95.62360382
732		95.6322937
731.5		95.65898132
731		95.67225647
730.5		95.6991806
730		95.69911957
729.5		95.71335602
729		95.71865845
728.5		95.71213531
728		95.69803619
727.5		95.68022156
727		95.64569855
726.5		95.59773254
726		95.54069519
725.5		95.46567535
725		95.3759613
724.5		95.27307129
724		95.14488983
723.5		94.99261475
723		94.82563019
722.5		94.6261673
722		94.41209412
721.5		94.18540192
721		93.92852783
720.5		93.67390442
720		93.41854095
719.5		93.13987732
719		92.89350891
718.5		92.64115906
718		92.4066925
717.5		92.19234467
717		92.00576782
716.5		91.87669373
716		91.73113251
715.5		91.6437912
715		91.602211
714.5		91.59977722
714		91.62293243
713.5		91.67040253
713		91.6986084
712.5		91.70812225
712		91.64266205
711.5		91.4132309
711		90.96450806
710.5		90.15882874
710		88.90181732
709.5		87.03437042
709		84.41776276
708.5		80.94581604
708		76.56930542
707.5		71.30010223
707		65.21663666
706.5		58.65731049
706		51.70717239
705.5		44.75894928
705		38.18418121
704.5		31.91788864
704		26.29157066
703.5		21.52778053
703		17.39184189
702.5		14.00503635
702		11.19564915
701.5		8.908792496
701		7.085460663
700.5		5.631579399
700		4.492287636
699.5		3.574883461
699		2.846688032
698.5		2.284825802
698		1.826280951
697.5		1.463958025
697		1.180334687
696.5		0.952063024
696		0.771594286
695.5		0.624437153
695		0.507858396
694.5		0.413416416
694		0.337403417
693.5		0.277583957
693		0.227489665
692.5		0.187054858
692		0.155019015
691.5		0.127949119
691		0.106055372
690.5		0.088045463
690		0.073372111
689.5		0.061275657
689		0.051172566
688.5		0.042806234
688		0.035952374
687.5		0.030180201
687		0.025707094
686.5		0.021561885
686		0.018233191
685.5		0.01540433
685		0.013036922
684.5		0.01124911
684		0.009446155
683.5		0.00800872
683		0.006878893
682.5		0.005990793
682		0.004978518
681.5		0.00429773
681		0.003796826
680.5		0.003227568
680		0.00268952
679.5		0.002436332
679		0.00206477
678.5		0.001765301
678		0.001546864
677.5		0.001360873
677		0.001274109
676.5		0.001022145
676		0.000936532
675.5		0.00087792
675		0.000665469
674.5		0.000597958
674		0.000526901
673.5		0.000475003
673		0.000447933
672.5		0.000296369
672		0.000283723
671.5		0.000333113
671		0.000294274
670.5		0.000270366
670		0.000166093
669.5		0.000321247
669		0.000106658
668.5		5.63E-05
668		7.69E-05
667.5		0.000185963
667		8.46E-05
666.5		3.96E-05
666		6.31E-05
665.5		0.000157918
665		0.000185563
664.5		0.000128186
664		-3.34E-05
663.5		-5.56E-05
663		0.000144092
662.5		-1.26E-05
662		-6.28E-05
661.5		-0.000112857
661		-1.06E-05
660.5		0.000112709
660		2.12E-05
659.5		1.73E-05
659		-1.56E-05
658.5		0.000114427
658		-4.86E-05
657.5		4.11E-05
657		5.07E-05
656.5		0.000159093
656		-8.24E-05
655.5		3.27E-05
655		8.02E-05
654.5		4.34E-05
654		2.11E-05
653.5		3.38E-05
653		-4.06E-06
652.5		-7.19E-05
652		6.40E-05
651.5		4.42E-05
651		9.48E-05
650.5		-5.95E-05
650		3.44E-05
649.5		1.40E-05
649		5.57E-05
648.5		6.93E-05
648		-1.85E-05
647.5		-9.80E-06
647		7.38E-05
646.5		5.36E-05
646		5.53E-06
645.5		8.42E-05
645		-7.50E-06
644.5		3.50E-05
644		-2.79E-05
643.5		-1.82E-05
643		2.62E-05
642.5		-1.78E-05
642		7.77E-05
641.5		5.25E-05
641		3.62E-05
640.5		-4.35E-05
640		9.15E-05
639.5		9.67E-05
639		0.000101664
638.5		0.000148866
638		0.000143324
637.5		9.35E-05
637		4.82E-05
636.5		2.48E-05
636		9.18E-05
635.5		6.39E-05
635		9.19E-05
634.5		0.000147502
634		2.80E-05
633.5		0.000219108
633		-7.73E-07
632.5		0.000211208
632		9.18E-05
631.5		0.000202102
631		0.000167252
630.5		0.000244635
630		4.11E-05
629.5		0.000101476
629		0.000123108
628.5		3.76E-05
628		0.000155062
627.5		-1.80E-05
627		-1.66E-05
626.5		9.17E-05
626		0.000141869
625.5		7.34E-05
625		0.000127614
624.5		2.43E-05
624		-2.12E-05
623.5		2.67E-05
623		9.23E-05
622.5		9.56E-05
622		0.000178308
621.5		0.000120838
621		0.000136799
620.5		9.55E-05
620		0.000130753
619.5		0.000187054
619		-4.66E-06
618.5		4.81E-05
618		9.93E-05
617.5		9.38E-05
617		0.000167283
616.5		0.000140879
616		0.000140965
615.5		0.000222655
615		0.000131237
614.5		0.000130626
614		0.000147868
613.5		0.000177188
613		0.000208801
612.5		0.000219241
612		0.000195359
611.5		0.000169317
611		0.00019586
610.5		0.000214915
610		0.000235237
609.5		0.000133721
609		0.000236745
608.5		0.000147323
608		0.000225182
607.5		0.000318703
607		0.000234773
606.5		0.000241384
606		0.000214126
605.5		0.000160426
605		0.000222984
604.5		0.000203242
604		0.000295225
603.5		0.000288028
603		8.65E-05
602.5		0.000155303
602		0.000312573
601.5		0.000237223
601		0.000296336
600.5		0.000120694
600		0.00034215
599.5		0.000374638
599		0.000230224
598.5		0.000325974
598		0.000292769
597.5		0.000299618
597		0.000375421
596.5		0.000236666
596		0.00028834
595.5		0.00029461
595		0.000295316
594.5		0.000340653
594		0.000263358
593.5		0.000309127
593		0.000297563
592.5		0.000362465
592		0.000247748
591.5		0.000435454
591		0.000312992
590.5		0.000304963
590		0.000365695
589.5		0.000317137
589		0.000537436
588.5		0.000242206
588		0.000401343
587.5		0.000364659
587		0.000433871
586.5		0.000246259
586		0.00037856
585.5		0.000406542
585		0.000387209
584.5		0.000357212
584		0.000352593
583.5		0.000429237
583		0.00050916
582.5		0.000535318
582		0.000443144
581.5		0.000422305
581		0.00037955
580.5		0.000347573
580		0.000434454
579.5		0.000440473
579		0.000395222
578.5		0.000351228
578		0.000371404
577.5		0.000430061
577		0.000444862
576.5		0.000424738
576		0.000460077
575.5		0.000375072
575		0.000429855
574.5		0.000469389
574		0.000441301
573.5		0.000486769
573		0.000309919
572.5		0.000428017
572		0.000467063
571.5		0.000502013
571		0.000445015
570.5		0.00050077
570		0.00048267
569.5		0.000378718
569		0.000498595
568.5		0.000524702
568		0.000547819
567.5		0.000473956
567		0.000495103
566.5		0.000530233
566		0.000437788
565.5		0.000612332
565		0.000402016
564.5		0.000507333
564		0.000561966
563.5		0.000563364
563		0.000317936
562.5		0.000597862
562		0.000586467
561.5		0.00054665
561		0.000633741
560.5		0.000571164
560		0.000454812
559.5		0.000539271
559		0.00050671
558.5		0.000553945
558		0.000572841
557.5		0.000491491
557		0.0005351
556.5		0.000453446
556		0.000568365
555.5		0.000609325
555		0.000600023
554.5		0.00058915
554		0.000752076
